1CH 1:1	លោក​អ​ដាំ លោក​សេ​ថ លោក​អេ​ណុស
PHP 3:3	សម្រាប់​ពួក​យើង យើង​គឺជា​អ្នក​ដែលកាត់​ស្បែក​ពិត​។ គឺជា​អ្នក​ដែល​ថ្វាយបង្គំ​ដោយ​ព្រះវិញ្ញាណ​នៃ​ព្រះជាម្ចាស់​។ ពួក​យើង​គឺជា​អ្នក​ពឹង​អាង​នៅ​លើ​ព្រះគ្រិស្ត​យេស៊ូ ហើយ​យើង​មិន​ពឹង​អាង​ខាង​ឯ​សាច់ឈាម​ទេ​។
PHP 3:4	ទោះបី​យ៉ាងនេះ​ក្តី ខ្ញុំ​ផ្ទាល់​ក៏​ហេតុ​នឹង​ពឹង​អាង​ខាង​ឯ​សាច់ឈាម​ដែរ​។ បើ​មាន​នរណា​គិតថា​គេ​បាន​ពឹង​អាង​លើ​សាច់ឈាម​នោះ ហើយ​ខ្ញុំ​នេះ​អាច​នឹង​ពឹង​អាង​ច្រើនជាង​គេ​ផង​។
PHP 3:5	ពេល​ខ្ញុំ​កើត​បាន​ប្រាំបី​ថ្ងៃ ខ្ញុំ​បាន​ទទួល​ពិធី​កាត់​ស្បែក ខ្ញុំ​ជា​សាសន៍​អ៊ី​ស្រា‌អែ​លក្នុង​កុល​សម្ពន្ធ​បេន‌យ៉ា​មីន ខ្ញុំ​ជា​ជនជាតិហេប្រឺ កើត​ពី​សាស​ន៍​ហេប្​រឺ ហើយ​បើ​ពឹង​អាច​ខាង​ក្រឹត្យ‌វិន័យ​វិញ ខ្ញុំ​ក៏​នៅ​ខាង​ពួក​ផា​រី​ស៊ី​ដែរ​។
PHP 3:6	ខាង​ឯ​សេចក្តី​ឧស្សាហ៍ គឺ​ខ្ញុំ​បាន​បៀតបៀន​ដល់​ក្រុមជំនុំ ចំពោះ​សេចក្តី​សុចរិត​វិញ ខ្ញុំ​បាន​នៅ​ក្រោម​ក្រឹត្យវិន័យ ហើយក៏​គ្មាន​កន្លែង​បន្ទោស​បាន​ផង​។
PHP 3:7	ប៉ុន្តែ អ្វី​ៗ​ដែល​ខ្ញុំ​ធ្លាប់​គិតថា​មានតម្លៃ​ចំពោះ​ខ្ញុំ​នោះ ខ្ញុំ​ចាត់ទុក​ទាំងអស់​ថា​ឥតបានការ​ទៅវិញ ព្រោះតែ​ព្រះ‌គ្រិស្ដ​។
PHP 3:8	ចំពោះមុខ ខ្ញុំ​បាន​ចាត់ទុក​គ្រប់​របស់​ទាំងអស់​ជា​ឥតប្រយោជន៍ ដោយ​ព្រោះតែ​ខ្ញុំ​បាន​ស្គាល់​ព្រះគ្រិស្ត​យេស៊ូ​ជា​អម្ចាស់​របស់ខ្ញុំ ជា​អ្វី​ដែល​មានតម្លៃ​វិសេសវិសាល​ណាស់​។ ដ្បិត ដោយសារតែ​ព្រះអង្គ ខ្ញុំ​សុខចិត្ត​បោះបង់​ចោល​អ្វី​ៗ​ទាំងអស់​។ ខ្ញុំ​ចាត់​ទុ​ក​អ្វី​ៗ​ទាំងអស់​ដូចជា​សំរាម ឲ្យតែ​ខ្ញុំ​បាន​ព្រះ‌គ្រិស្ត
PHP 3:9	គេ​នឹង​ឃើញ​ខ្ញុំ​នៅក្នុង​ព្រះអង្គ​។ ខ្ញុំ​មិនបាន​ទៅជា​សុចរិត​ដោយ​ខ្ញុំ​ខំ​ប្រព្រឹត្ត​តាម​ក្រឹត្យវិន័យ​នោះ​ទេ​។ ផ្ទុយទៅវិញ ដែល​ខ្ញុំ​បាន​រាប់​ជា​សុចរិត​ដោយសារ​ជំនឿ​ក្នុង​ព្រះគ្រិស្ត និង​សេចក្តី​សុចរិត​បាន​មក​ពី​ព្រះជាម្ចាស់ តាមរយៈ​ជំនឿ​។
PHP 3:10	ឥឡូវនេះ ខ្ញុំ​គឺ​ចង់​ស្គាល់​ព្រះ‌គ្រិស្ដ និង​ស្គាល់​ឫទ្ធានុភាព​ដែល​បាន​ប្រោស​ព្រះអង្គ​ឲ្យ​មាន​ព្រះ‌ជន្ម​រស់​ឡើងវិញ ហើយ​ចូលរួម​ជាមួយ​ព្រះអង្គ​ក្នុង​ទុក្ខ​លំបាក​ដែរ​។ ហើយ​ឲ្យបាន​ដូច​ព្រះអង្គ​ដែល​សុគត
PHP 3:11	ដើម្បីឲ្យ​ខ្ញុំ​មានជីវិត​រស់​ឡើងវិញ ប្រសិនបើ​អាច​រស់​ឡើងវិញ​បាន​។
PHP 3:12	វា​មិនមែន​ជា​ការពិត​ទេ ដែល​ថា​ខ្ញុំ​បាន​ទទួលការ​ទាំងនេះ​រួច ឬ​បាន​គ្រប់​លក្ខណៈ​ហើយ​។ ខ្ញុំ​កំពុងតែ​បន្ត​ទៅមុខ ដើម្បី​ចាប់​សេចក្តី​នោះ​ឲ្យបាន ដ្បិត ខ្លួនខ្ញុំ​ផ្ទាល់​ក៏​ត្រូវ​ព្រះ​គ្រិស្ដ‌យេស៊ូ​ចាប់​ខ្ញុំ​ដើម្បី​សេចក្តី​នោះ​ដែរ​។
PHP 3:13	បងប្អូន​អើយ ខ្លួនខ្ញុំ​ផ្ទាល់ ក៏​យល់ឃើញ​ថា ខ្ញុំ​បាន​ទៅដល់​គោលដៅ​នៅឡើយ​ទេ​។ ប៉ុន្តែ មានការ​មួយ ដែល​ខ្ញុំ​បំភ្លេច​អ្វី​ៗ​ទាំងអស់​ដែល​កន្លងទៅ ដើម្បី​ផ្ចង់ចិត្ត​ឆ្ពោះទៅ​ខាងមុខ​វិញ​។
PHP 3:14	ខ្ញុំ​រត់​តម្រង់​ទៅ​រក​គោលដៅ ដើម្បីឲ្យ​បាន​ទទួល​រង្វាន់​ពី​ព្រះ‌ជា​ម្ចាស់​ដែល​បាន​ត្រាស់​ហៅ​ពី​ស្ថាន​បរម‌សុខ​នៅក្នុង​អង្គ​ព្រះ​គ្រិស្ដ‌យេស៊ូ​។
PHP 3:15	យើង​ទាំងអស់គ្នា​ដែល​ជា​មនុស្ស​គ្រប់​ពេញវ័យ សូមឲ្យ​យើង​គិត​បែបនេះ ប្រសិនបើ បងប្អូន​មានការ​គិត​អំពីអ្វី​មួយ​ផ្សេង ព្រះ‌ជា​ម្ចាស់​នឹង​បង្ហាញ​បងប្អូន ឲ្យដឹង​ពី​ការនោះ​ដែរ​។
PHP 3:16	ទោះបីជា​យ៉ាងណាក៏ដោយ ឬ​មាន​អ្វី​កើតឡើង​ក៏ដោយ យើង​ត្រូវតែ​ទៅមុខ​ជានិច្ច ហើយ​សូមឲ្យ​តោង​ជាប់នឹង​សេចក្តី​ទាំងនោះ​ផង​។
PHP 3:17	បងប្អូន​អើយ ចូរ​យកតម្រាប់តាម​ខ្ញុំ​។ ចូរ​សម្លឹង​មើល​អស់អ្នក​ដែល​ដើរ​ជា​គំរូ ដែល​បាន​ដាក់ឲ្យ​បងប្អូន​ឃើញ​នៅក្នុង​យើង​។
PHP 3:18	ដ្បិត មាន​មនុស្សជា​ច្រើន ដែល​ខ្ញុំ​តែងតែ​ប្រាប់​ដល់​បងប្អូន​ជា​ញយដង ហើយ​ឥឡូវ​ខ្ញុំ​កំពុង​ប្រាប់​បងប្អូន ទាំង​ទឹកភ្នែក​ដូចជា​សត្រូវ​នៃ​ឈើឆ្កាង​របស់​ព្រះ‌គ្រិស្ដ​។
PHP 3:19	ដល់ទីបំផុត អ្នក​ទាំងនោះ​ត្រូវ​វិនាសអន្តរាយ​។ គេ​យក​ក្រពះ​ធ្វើជា​ព្រះ យក​កេរ្តិ៍ខ្មាស​ធ្វើជា​កិត្តិយស​។ ពួកគេ​គិតតែ​ពី​អ្វី​ៗ​ដែល នៅ​លើ​ផែនដី​នេះ​តែប៉ុណ្ណោះ​។
PHP 3:20	ប៉ុន្តែ សញ្ជាតិ​របស់​យើង​គឺ​នៅក្នុង​ស្ថាន​បរមសុខ ហើយ​យើង​នៅ​ទន្ទឹង​រង់‌ចាំ​ព្រះ‌សង្គ្រោះ គឺ​ព្រះ‌អម្ចាស់​យេស៊ូ​គ្រិស្ដ​។
PHP 3:21	ព្រះអង្គ​នឹង​បំផ្លាស់​បំប្រែ​រូបកាយ​ដ៏​ថោកទាប​របស់​យើង​នេះ ឲ្យបាន​ដូច​ព្រះ‌កាយ​ប្រកបដោយ​សិរី‌រុងរឿង​របស់​ព្រះអង្គ ដោយ​មហិទ្ធិ‌ឫទ្ធិ ដែល​ធ្វើឲ្យ​ព្រះអង្គ​បង្ក្រាប​អ្វី​ទាំងអស់​នៅ​ក្រោមអំណាច​របស់​ព្រះអង្គ​។
PHP 4:1	បងប្អូន​ជាទីស្រឡាញ់ ខ្ញុំ​ពិតជា​ចង់​ជួប​អ្នករាល់គ្នា​ខ្លាំង​ណាស់ បងប្អូន​ជា​អំណរ​សប្បាយ និង​ជា​មកុដ​របស់ខ្ញុំ សំឡាញ់​ខ្ញុំ​អើយ សូម​ឈរ​ឲ្យបាន​រឹង​ពឹង​នៅក្នុង​ព្រះអម្ចាស់​។
PHP 4:2	ខ្ញុំ​សូម​ទូន្មាន​នាង​អ៊ើ‌រ៉ូ​ឌា និង​នាង​ស៊ុន‌ទីច​ថា ចូរ​មានចិត្ត​គំនិត​តែមួយ ក្នុង​ព្រះ‌អម្ចាស់​។
PHP 4:3	ហើយ​ខ្ញុំ​ក៏​សូម បងប្អូន​ដែល​ជា​មិត្ត​ដ៏​ស្មោះត្រង់ សូម​ជួយ​នាង​ទាំងពីរ​នាក់​នេះ​ផង​។ ដ្បិត នាង​ធ្លាប់​បាន​ធ្វើការ​រួម​ជាមួយ​ខ្ញុំ ដើម្បី​ផ្សាយដំណឹង‌ល្អ ជាមួយ​លោ​ក​ក្លេ​មេន ព្រមទាំង​អ្នក​ផ្សេងទៀត ដែល​ពួកគេ​មានឈ្មោះ​នៅក្នុង​បញ្ជី​ជីវិត​ផង​ដែរ​។
PHP 4:4	ចូរ​អរ​សប្បាយ​ក្នុង​ព្រះអម្ចាស់​ចុះ​។ ម្តង​ទៀត​និយាយ​ថា ចូរ​អរ​សប្បាយ​ឡើង​។
PHP 4:5	ចូរ​បង្ហាញ​ឲ្យ​មនុស្ស‌ទាំងអស់​ស្គាល់ចិត្ត​សប្បុរស​របស់​បងប្អូន​។ ព្រះ‌អម្ចាស់​ជិត​យាង​មកដល់​ហើយ​។
PHP 4:6	សូមកុំ​ខ្វល់‌ខ្វាយ​នឹង​អ្វី​ឡើយ​។ ផ្ទុយទៅវិញ ក្នុង​គ្រប់ការ​ទាំងអស់ គឺ​តាមរយៈ​ពាក្យ​អធិស្ឋាន និង​ទូល‌អង្វរ ទាំង​ការ​អរ​ព្រះ‌គុណព្រះ​អង្គ​ផង
PHP 4:7	ហើយ សេចក្ដីសុខ‌សាន្ត​របស់​ព្រះ‌ជា​ម្ចាស់ ដែល​ហួសពី​ការយល់​របស់​មនុស្ស​នឹង​ស្ថិត​ជាប់​ក្នុងចិត្ត​គំនិត​បងប្អូន ដែល​ក្នុង​អង្គ​ព្រះ‌គ្រិស្ដ​យេស៊ូ​។
