#desc	2022 version of the <a href="https://play.google.com/store/apps/details?id=com.optimiskh.chuonnathdictionary&hl=en-US">Chuon Nath Digital Dictionary</a>
#priority	1
#word	khph	def
ធរមានប្បញ្ញត្តិ	[ធៈ-រៈ-មា-ន័ប-ប័ញ-ញ៉ាត់]	<ul><li>(<strong>បា.</strong> ធរមាន + បញ្ញត្តិ)<strong>ន.</strong> បញ្ញត្តិដែលកំពុងមាននៅ, ច្បាប់ដែលគេកំពុងប្រតិបត្តិតាម, បទបញ្ញត្តិដែលរាជការដាក់ឱ្យប្រតិបត្តិតាមពុំទាន់លើកលែងចោល<em> :គប្បីប្រតិបត្តិតាមធរមានប្បញ្ញត្តិ។</em></li></ul>
ធាក់	[ធាក់]	<ul><li><strong>កិ.</strong> ធ្វើឱ្យយានមានចលនាទៅមុខ ដោយប្រើជើងរុញសង្កត់ទៅលើឈ្នាន់<em> :ធាក់កង់ផ្លូវឆ្ងាយ, ធាក់ម៉ូតូមិនឆេះសោះ!, ធាក់រហាត់បញ្ចូលទឹកក្នុងស្រែ។</em></li><li>(<strong>បា.</strong> ធក; <strong>សំ.</strong> ធក្ក បៀតបៀន; កម្ចាត់; ទម្លាយ)<strong>កិ.</strong> លាតជើងរលាស់តម្រង់អ្វីៗ ឱ្យត្រូវនឹងបាតជើង<em> :ធាក់មួយជើង។</em></li></ul>
ធាក់ច្រំ	[ធាក់-ច្រំ]	<ul><li><strong>កិ.</strong> ធាក់ផង ច្រំផង។</li></ul>
ធាង	[ធាង]	<ul><li><strong>ន.</strong> មែកឈើនីមួយៗដែលឥតខ្នែងឥតប្រគាប<em> :ធាងដូង, ធាងត្នោត, ធាងចេក។</em></li></ul>
ធាតុ	[ធាត]	<ul><li>(<strong>សំ.បា.</strong> សភាវៈឬធម្មជាតិទ្រទ្រង់ខ្លួនឯង, ...)<strong>ន.</strong> ដី, ទឹក, ភ្លើង, ខ្យល់, អាកាស<em> :ធាតុដី, ធាតុទឹក។</em></li><li><strong>ន.</strong> អាការៈក្នុងខ្លួន ដូចយ៉ាង សក់, ធ្មេញ, សាច់, ឈាម ជាដើម ក៏ហៅថា ធាតុ។</li><li><strong>ន.</strong> មាស, ប្រាក់, ដែក។ល។ ក៏ហៅថា ធាតុ។</li><li><strong>ន.</strong> ឆ្អឹងរបស់បុគ្គលដែលគេគួរគោរព ក៏ហៅថា ធាតុ ឬ ហៅថា អដ្ឋិធាតុ។</li><li><strong>ន.</strong> មូលដើមរបស់តន្តិភាសា មានភាសាសំស្ក្រឹត, បាលីជាដើម ក៏ហៅថា ធាតុ, ដូចយ៉ាង ធរណី ផែនដី មកពី ធរ - ធាតុ ទ្រទ្រង់; កម្ម អំពើ មកពី ករ-ធាតុ ធ្វើ។ល។</li></ul>
ធាតុកថា	[ធា-តុ-កៈ-ថា]	<ul><li>(<strong>សំ.បា.</strong>)<strong>ន.</strong> ឈ្មោះគម្ពីរព្រះអភិធម្មទី ៣សម្ដែងអំពីធាតុផ្សេងៗ។</li></ul>
ធាតុចូល	[ធាត-ចូល]	<ol><li>(<strong>ប.ព.</strong>) ព័ត៌មានដែលបានបញ្ចូលទៅក្នុងកុំព្យូទ័រ ឬទៅក្នុងកម្មវិធីសម្រាប់ដំណើរការ ឬរក្សាទុក។</li><li>(<strong>ប.ព.</strong>) អ្វីៗដែលត្រូវបានបញ្ចូល ប្រើប្រាស់ឬផ្ដល់ឱ្យ ដូចជាព័ត៌មាន ទិន្នន័យ ជាដើម ដើម្បីអាចដំណើរការការងារអ្វីមួយ។</li></ol>
ធាតុចេញ	[ធាត-ចេញ]	<ol><li>(<strong>ប.ព.</strong>) ព័ត៌មានដែលកុំព្យូទ័របានបង្កើតចេញដោយការគណនាឬដំណើរការ។</li><li>(<strong>ប.ព.</strong>) អ្វីៗដែលបង្កើតឬផលិតបាន ដូចជាព័ត៌មានឬទិន្នន័យ ស្នាដៃជាដើមដោយអ្នកណាម្នាក់ ដោយម៉ាស៊ីនឬសហគ្រាសណាមួយឬប្រទេសមួយ។</li></ol>
ធាតុចេតិយ	[ធា-តុ-ចេ-តិ-យ៉ៈ] ឬ [ធា-តុ-ចែ-ដី]	<ul><li><strong>ន.</strong> ចេតិយដែលបញ្ចុះធាតុ, តាមសេចក្ដីក្នុងគម្ពីរព្រះពុទ្ធសាសនាសំដៅចំពោះតែចេតិយដែលបញ្ចុះព្រះសារីរិកធាតុព្រះសព្វញ្ញុពុទ្ធ ឬដែលបញ្ចុះធាតុព្រះអរហន្ត; មានន័យផ្សេងទៀតថា ទោះបីចេតិយដែលបញ្ចុះព្រះពុទ្ធរូបបាក់បែកក៏ហៅថា ធាតុចេតិយ ដែរ។(<strong>ម.ព.</strong> ចេតិយ ផង)។</li></ul>
ធាតុទោល	[ធាត-ទោល]	<ul><li>(<strong>បា.</strong>)<strong>ន.</strong> ធាតុឬកិរិយាដែលរូបដើមមានអក្សរតែមួយតួគត់, ច្រើនតែខាងភាសាសំស្ក្រឹតនិងបាលី ដូចជា ទា ឱ្យ ធា ទ្រទ្រង់, កាន់, ... យា ទៅ; ខាងភាសាខ្មែរ ដូចជា កត់, កាត់, ខាត់, ចាំ ជាដើម។</li></ul>
ធាតុនិធាន	[ធា-តុ-និ-ធាន]	<ul><li><strong>ន.</strong> ការតម្កល់, ការបញ្ចុះធាតុ, បុណ្យបញ្ចុះធាតុ។</li></ul>
ធាតុប្បច្ចវេក្ខណៈ	[ធា-តុប-ប៉័ច-ចៈ-វ៉េក-ខៈ-ណៈ]	<ul><li>(<strong>បា.</strong> ធាតុប្បច្ចវេក្ខណ)<strong>ន.</strong> ការពិចារណានូវបច្ច័យ៤មានចីវរប្បច្ច័យជាដើម ឱ្យឃើញថាគ្រាន់តែជាធាតុ ៤ប៉ុណ្ណោះ<em> :ធាតុប្បច្ចវេក្ខណៈ ជាករណីយកិច្ចរបស់បព្វជិត។ល។</em></li></ul>
ធាតុភ្លើង	[ធាត-ភ្លើង]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> ភ្លើងធាតុ)។</li></ul>
ធាតុរំលាយ	[ធាត-រំ-លាយ]	<ul><li><strong>ន.</strong> (<strong>ម.ព.</strong> អង្គធាតុរំលាយ)។</li></ul>
ធាតុវិជ្ជា	[ធា-តុ-វិច-ជា]	<ul><li>(<strong>បា.</strong> ធាតុ + វិជ្ជា)<strong>ន.</strong> ចំណេះខាងការប្រកបឬផ្សំធាតុគ្រប់យ៉ាងឱ្យកើតបានជាអ្វីមួយឡើង ឬឱ្យប្រើការប្លែកៗ បាន។</li></ul>
ធាតុវិទ្យា	[ធា-តុ-វិត-ទ្យា]	<ul><li>(<strong>សំ.</strong> ធាតុ + វិទ្យា)<strong>ន.</strong> (<strong>ម.ព.</strong> ធាតុវិជ្ជា)។</li></ul>
ធាតុវិភាគ	[ធា-តុ-វិ-ភាក]	<ul><li>(<strong>សំ.បា.</strong>)<strong>ន.</strong> ការញែកឬរំលែកធាតុ។</li></ul>
ធាតុអន្តរធាន	[ធា-តុ-អន់-តៈ-រ៉ៈ-ធាន] ឬ [ធា-តុ-អន់-ដ-រ៉ៈ-ធាន]	<ul><li><strong>ន.</strong> ការសាបសូន្យឬបាត់បង់នៃព្រះធាតុរបស់ព្រះសម្មាសម្ពុទ្ធ។ មានសេចក្ដីតំណាលថា កាលណាសាសនារបស់ព្រះពុទ្ធរោយរៀវបាត់សូន្យទៅ ដោយហេតុមនុស្សលោភលន់អស់សេចក្ដីគោរពហើយ, កាលនោះព្រះសារីរិកធាតុរបស់ព្រះអង្គ ទោះបីប្រតិស្ឋាននៅក្នុងទីណាក៏ដោយ សុទ្ធសឹងតែអណ្ដែតត្រសែតឯងៗមកប្រជុំគ្នាទាំងអស់នៅត្រង់ពោធិព្រឹក្ស គឺកន្លែងដែលព្រះអង្គត្រាស់ដឹងជាដំបូង ហើយតេជោធាតុបណ្ដាលឡើងឯងឆេះប្រល័យព្រះសារីរិកធាតុទាំងអស់នោះ សុសសោះសូន្យអស់ទៅ ឥតមានសេសសល់ឡើយ, ត្រង់នេះឯងហើយហៅថា ធាតុអន្តរធាន; ហៅម្យ៉ាងទៀតថា ធាតុបរិនិព្វាន ក៏បាន (តាមមនោរថបូរណីអដ្ឋកថា)។</li></ul>
ធាតុអាកាស	[ធាត-អា-កាស]	<ul><li><strong>ន.</strong> លក្ខខណ្ឌនៃបរិយាកាស ដូចជាសីតុណ្ហភាព ខ្យល់ ភ្លៀង ដែលអាចប្រែប្រួលទៅតាមទីកន្លែងនិងពេលវេលាមួយជាក់លាក់<em> :ថ្ងៃនេះធាតុអាកាសល្អ។(</em><strong>ម.ព.</strong> អាកាសធាតុ ផង)។</li></ul>
ធាតុ—	[ធា-តុ—]	<ul><li>(<strong>ម.ព.</strong> ធាតុ{¥¥}៥{££}) បើរៀងភ្ជាប់ពីខាងដើមសព្ទដទៃ។</li></ul>
ធាត់	[ធាត់]	<ul><li><strong>គុ.</strong> ទីទៃពីស្គម គឺមានសាច់ច្រើន<em> :មនុស្សធាត់, ក្របីធាត់។</em></li></ul>
ធាត់ធំ	[ធាត់-ធំ]	<ul><li><strong>គុ.</strong> (<strong>ម.ព.</strong> ធំធាត់)។</li></ul>
ធាត្រី	[ធា-ត្រី]	<ul><li>(<strong>សំ.</strong> ធាត្រី ឬ ធាត្រេយី; <strong>បា.</strong> ធាតី ស្រីអ្នកទ្រទ្រង់, អ្នកថែរក្សាកូនក្មេង)<strong>ន.</strong> មេដោះ, ស្រីជាបងរក្សា។</li></ul>
ធាន	[ធាន]	<ul><li><strong>ប.</strong> ពាក្យសម្រាប់និយាយផ្សំនឹងពាក្យ ធន<em> :ធនធាន។(</em><strong>ម.ព.</strong> ធនធាន)។</li></ul>
ធានា	[ធា-នា]	<ul><li>(<strong>សំ.បា.</strong> ធានា ដំណើរទ្រទ្រង់ ...)<strong>ន.</strong> ដំណើរទទួលអះអាង, ទទួលរ៉ាប់រងលើខ្លួន។ ប្រើតាមទម្លាប់ជា <strong>កិ.</strong> ឬ <strong>ន.</strong> ក៏បាន<em> :ដំណើរនុ៎ះកុំឱ្យអ្នកព្រួយ ចាំខ្ញុំធានាជូនអ្នក; បានជាខ្ញុំហ៊ានឱ្យព្រោះមានធានាដោយមាំមួន; អ្នកណាជាអ្នកធានាឱ្យគាត់?; មានសំបុត្រធានា ឬទេ?។</em></li></ul>
ធានារ៉ាប់រង	[ធា-នា-រ៉ាប់-រង]	<ul><li><strong>កិ.</strong> ធានាថានឹងទទួលខុសត្រូវចំពោះការខូចខាត ឬការបាត់បង់ណាមួយដែលកើតឡើង។</li></ul>
ធានាអះអាង	[ធា-នា-អះ-អាង]	<ul><li><strong>កិ.</strong> ធានាទទួលខុសត្រូវលើខ្លួន<em> :(</em><strong>ព.កា.</strong>) ខ្ញុំហ៊ានធានា- អះអាងជួសវា ដ្បិតវាស្លូតត្រង់ បើបែរជាវា ធ្វើតាមចំណង់ ឱ្យខុសពីអង្គ- ច្បាប់ខ្ញុំទទួល។</li></ul>
ធានី	[ធា-នី]	<ul><li>(<strong>សំ.បា.</strong>)<strong>ន.</strong> នគរ, ក្រុង; ខេត្ត, ស្រុក; ច្រើនប្រើជា រាជធានី ក្រុងដែលមានក្សត្រទ្រង់រាជ្យគង់នៅជាប្រធាន។ បើប្រទេសដែលឥតក្សត្រិយ៍ទ្រង់រាជ្យ ហៅថា រដ្ឋធានី។ ពាក្យនេះជាវេវចនៈនឹងពាក្យ ឋានីយ។(<strong>ម.ព.</strong> ឋានីយ ផង)។</li></ul>
ធារ	[ធា]	<ul><li>(<strong>សំ.បា.</strong> ធារ ទ, សំណុំ, ដំណើរហូរចុះ)<strong>ន.</strong> ពំនូកស្រូវ, អង្ករឬគ្រាប់អ្វីៗដែលចាក់បង្ហូរគរទុក<em> :ធារស្រូវ, ធារទឹក; ចាក់ធារ។</em></li><li><strong>ន.</strong> ការទ្រទ្រង់, ទប់ទល់, ធន់ទ្រាំ, ឋិតនៅ<em> :មើលទៅប្រហែលជាមិនធារទេដឹង (</em><strong>ព.សា.</strong>)។</li></ul>
